Number,ITEM,Name,Name,Name,Name,Name,Function,Function,Construction Year,Construction Year,Construction Year,Construction Year,Associated Figure,Associated Figure,Associated Figure,,,Location,Location,Location,Location,Location,
Monument ID,Name_Ministry of Antiquity_en,Ministry of Antiquity_ar,Ministry of Antiquity_variant,D. Abouseif_en,Napoleon's Map_ar,Napoleon's Map_fr,Facility Number,Facility Name,Ministry of Antiquity_AH,Ministry of Antiquity_AD,Abouseif,Fukami,Arabic,Variant,English,Latitude,Longtitude,Ministry of Antiquities,Nicholas Warner,Napoleon's Map_Region,Napoleon's Map_Area,Napoleon's Map_Monument ID,URL
530,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument530
531,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument531
532,al-Kharubiya,بقايا المدرسة الخروبية,al-Kharūbīya,N/A,N/A,N/A,,mosque,750,1349,N/A,1349,الخروبية,al-Kharrūbīya,al-Kharrubiya,30.007988,31.227079,13A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument532
533,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument533
534,Faramangui,منزل مصطفى الفرمنجى,,N/A,N/A,N/A,,residence,N/A,N/A,N/A,1750,مصطفى الفرمنجى,Muṣṭafā al-Faramanjī,Mustafa al-Faramanji,30.035589,31.259152,N/A,15,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument534
535,"Sidi 'Uqba, Dhu'l Nun",مسجد سيدى عقبه بن عامر,Sīdī ʻUqba / Dhuʼl-Nūn,N/A,N/A,N/A,a,mausoleum,1066,1655,N/A,1655,محمد باشا ابو النور السلحدار,Muḥammad Bāshā Abū al-Nūr al-Silaḥdār,Muhammad Basha Abu al-Nur al-Silahdar,30.004416,31.260899,14H,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument535
535,"Sidi 'Uqba, Dhu'l Nun",مسجد سيدى عقبه بن عامر,Sīdī ʻUqba / Dhuʼl-Nūn,N/A,N/A,N/A,b,minaret,1066,1655,N/A,1655,محمد باشا ابو النور السلحدار,Muḥammad Bāshā Abū al-Nūr al-Silaḥdār,Muhammad Basha Abu al-Nur al-Silahdar,30.00441,31.26076,14H,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument535
535,"Sidi 'Uqba, Dhu'l Nun",مسجد سيدى عقبه بن عامر,Sīdī ʻUqba / Dhuʼl-Nūn,N/A,N/A,N/A,c,mosque,1066,1655,N/A,1655,محمد باشا ابو النور السلحدار,Muḥammad Bāshā Abū al-Nūr al-Silaḥdār,Muhammad Basha Abu al-Nur al-Silahdar,30.004479,31.260959,14H,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument535
535,"Sidi 'Uqba, Dhu'l Nun",مسجد سيدى عقبه بن عامر,Sīdī ʻUqba / Dhuʼl-Nūn,N/A,N/A,N/A,d,sabil,1066,1655,N/A,1655,محمد باشا ابو النور السلحدار,Muḥammad Bāshā Abū al-Nūr al-Silaḥdār,Muhammad Basha Abu al-Nur al-Silahdar,30.004419,31.260679,14H,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument535
536,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument536
537,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument537
538,Hasan Pasha al-Wazir,باب وكالة حسن باشا الوزير,Ḥasan Pasha al-Wazīr,N/A,N/A,N/A,,wikala,991,1583,N/A,1583,حسن باشا الوزير,Ḥasan Bāshā al-Wazīr,Hasan Basha al-Wazir,30.06527,31.234701,1B,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument538
539,Sulayman Pasha,وكالة سليمان باشا الخادم,Sulaymān Pasha,N/A,N/A,N/A,,wikala,948,1541,N/A,1541,سليمان باشا الخادم,Sulaymān Bāshā al-Khādim,Sulayman Basha al-Khadim,30.065198,31.234632,1B,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument539
540,Ali Katkhuda/Arba'miya,منزل على كتخدا ( الربعمايه ),ʻAlī Katkhudā (Arbaʻmīya),N/A,N/A,N/A,,residence,1190,1776,N/A,1776,على كتخدا,ʻAlī Katkhudā,Ali Katkhuda,30.038373,31.248684,6E,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument540
541,al-Mulla,منزل وقف الملآ,al-Mullā,N/A,وكالة الملة أو المقاصيص,Okâlt el-Moulleh ou el-Moqâsys,,residence,1065,1654,N/A,1654,الملآ,al-Mullā,al-Mulla,30.048458,31.259258,4G,19,V,I-7,44,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument541
542,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument542
543,Sharaf al-Din al-Kurdi,مسجد شرف الدين الكردى,,N/A,N/A,N/A,,mosque,N/A,N/A,N/A,1756,شرف الدين الكردى,Sharaf al-Dīn al-Kurdī,Sharaf al-Din al-Kurdi,30.060813,31.266895,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument543
544,al-Sharaybi(al-Bakri),جامع الشرايبي ( البكري ),,N/A,N/A,N/A,,mosque,N/A,N/A,N/A,1732,الشرايبي ( البكري ),al-Sharāybī (al-Bakrī),al-Sharaybi (al-Bakri),30.053287,31.2517,3F,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument544
545,Mustafa Sinan,منزل وقف مصطفى سنان,Muṣṭafā Sinān,N/A,N/A,N/A,,residence,11th cent.,17th cent.,N/A,1650,مصطفى سنان,Muṣṭafā Sinān,Mustafa Sinan,30.035537,31.25738,7G,15,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument545
546,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument546
547,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument547
548,at-Tutungi,وكالة وقف التوتنجى,at-Tutungī,N/A,N/A,N/A,a,mosque,11th cent.,17th cent.,N/A,1650,U/C,U/C,U/C,N/A,N/A,8F,23,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument548
548,at-Tutungi,وكالة وقف التوتنجى,at-Tutungī,N/A,N/A,N/A,b,wikala,11th cent.,17th cent.,N/A,1650,U/C,U/C,U/C,30.03157,31.25177,8F,23,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument548
549,an-Nasir Muhammad ibn Qala'un,بقايا قصرالناصر محمد بن قلاوون ( القصر الابلق ),an-Nāsir Muḥammad ibn Qalāʼūn,N/A,N/A,N/A,,residence,714,1314,N/A,1314,السلطان الناصر محمد بن قلاوون,al-Sulṭān al-Nāṣir Muḥammad b. Qalāwūn,al-Sultan al-Nasir Muhammad b. Qalawun,30.03025,31.259836,8G,9,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument549
550,behind mosque of al-Ghuri,سقيفة الغورى,(behind mosque of) al-Ghūrī,N/A,N/A,N/A,,wikala,13th cent.,19th cent.,N/A,1504,السلطان قانصوه الغورى,al-Suṭān Qānṣūh al-Ghawrī,al-Sultan Qansuh al-Ghawri,30.046223,31.259606,5G,20,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument550
551,"al-Khala, al-Qarafa",باب القرافة ( الغريب ),,N/A,باب الغريب,Bâb el-Ghorayb ,,bab,N/A,N/A,1176-1207,1171,N/A,N/A,N/A,30.044834,31.265393,N/A,6,VII,K-3,8,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument551
552,al-Khodayri,قاشانى بمسجد الخضيرى,al-Khodayrī,N/A,N/A,N/A,,mosque,1181,1767,N/A,1767,الخضيرى,al-Khuḍayrī,al-Khudayri,30.030089,31.249094,8E,24,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument552
553,Mustafa Shurbagi Mustahfizan,سبيل وسقيفة مصطفى جوربجى مستحفظان,Muṣṭafā Shurbagī Mustaḥfizān,N/A,N/A,"Ecole, Cistern",a,sabil kuttab,1094,1683,N/A,1683,مصطفى جوربجى مستحفظان,Muṣṭafā Jūrbajī Mustaḥfiẓān,Mustafa Jurbaji Mustahfizan,30.045334,31.258928,5G,20,VIII,L-6,282',https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument553
553,Mustafa Shurbagi Mustahfizan,سبيل وسقيفة مصطفى جوربجى مستحفظان,Muṣṭafā Shurbagī Mustaḥfizān,N/A,N/A,"Ecole, Cistern",b,wikala,1094,1683,N/A,1683,مصطفى جوربجى مستحفظان,Muṣṭafā Jūrbajī Mustaḥfiẓān,Mustafa Jurbaji Mustahfizan,30.045496,31.258724,5G,20,VIII,L-6,282',https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument553
554,Gaf'ar al-Sadiq,زاوية جعفر الصادق ( لوح رخام ),,N/A,زاوية الشيخ جعفر السعيدي,Zâouyet el-cheykh Ga’far el-Sa’ydy No.554,,mosque,N/A,N/A,N/A,1688,جعفر الصادق,Jaʻfar al-Ṣādiq,Jafar al-Sadiq,30.046854,31.261044,N/A,20,VII,K-6,188,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument554
555,Citadel/Bab al-'Azab,باب العزب,Bāb al-ʻAzab,N/A,باب العزب,Bâb el-A’zab,,bab,1168,1754,N/A,1754,رضوان كتخدا الجلفي,Riḍwān Katkhdā al-jilfī,Ridwan Katkhda al-Jilfi,30.031087,31.258103,1754,"8, 16",Citadelle,T-5,99,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument555
556,al-Mudarrag,قلعة الجبل, Bāb al-Mudarrag,N/A,N/A,N/A,,bab,579,1183-84,N/A,1183,N/A,N/A,N/A,30.030967,31.261283,8H,9,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument556
557,al-Wafa'iya,سبيل الوفائية,al-Wafāʼīya,N/A,N/A,Cistern,a,sabil,846,1442,N/A,1442,احمد بن علي بن اينال اليوسفي,Aḥmad b. 'Alī b. Īnāl al-Yūsufī,Ahmad b. Ali b. Inal al-Yusufi,30.041355,31.257492,6G,21,VIII,N-6,234',https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument557
557,al-Wafa'iya,سبيل الوفائية,al-Wafāʼīya,N/A,N/A,Cistern,b,kuttab,846,1442,N/A,1442,احمد بن علي بن اينال اليوسفي,Aḥmad b. 'Alī b. Īnāl al-Yūsufī,Ahmad b. Ali b. Inal al-Yusufi,30.041355,31.257492,6G,21,VIII,N-6,234',https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument557
558,Aysha al-Sutuhiya,مسجد عائشة السطوحية,,Abd Rahman Katkhuda,جامع السطوحيه,Gâma’ el-Sotouhyeh ,a,mosque,N/A,N/A,N/A,1755,عائشة السطوحية,ʻA’isha al-Suṭūḥīya,Aisha al-Sutuhiya,30.055635,31.263528,N/A,18,V,E-5,333,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument558
558,Aysha al-Sutuhiya,مسجد عائشة السطوحية,,Abd Rahman Katkhuda,جامع السطوحيه,Gâma’ el-Sotouhyeh ,b,sabil,N/A,N/A,N/A,1755,عائشة السطوحية,ʻA’isha al-Suṭūḥīya,Aisha al-Sutuhiya,N/A,N/A,N/A,18,V,E-5,333,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument558
559,Amna Bint Salim,منزل امنة بنت سالم,Āmna bint Sālim,N/A,N/A,N/A,,residence,947,1540,"1540, 1631",1540,امنة بنت سالم,Amina bint Sālim,Amina bint Salim,30.028475,31.250562,9F,24,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument559
560,as-Sadat al-Malikiya,مدافن السادات المالكية,as-Sādāt al-Mālikīya,N/A,N/A,N/A,a,mausoleum,8th cent.,14th cent.,N/A,1350,السادات المالكية,al-Sādāt al-Mālikīya,al-Sadat al-Malikiya,30.018763,31.254126,11F,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument560
560,as-Sadat al-Malikiya,مدافن السادات المالكية,as-Sādāt al-Mālikīya,N/A,N/A,N/A,b,minaret,8th cent.,14th cent.,N/A,1850,السادات المالكية,al-Sādāt al-Mālikīya,al-Sadat al-Malikiya,30.018906,31.254052,11F,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument560
560,as-Sadat al-Malikiya,مدافن السادات المالكية,as-Sādāt al-Mālikīya,N/A,N/A,N/A,c,mosque,8th cent.,14th cent.,N/A,1850,السادات المالكية,al-Sādāt al-Mālikīya,al-Sadat al-Malikiya,30.018842,31.254074,11F,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument560
561,Muhammad an Nasil ibn Qala'un,سبيل الناصر محمد,Muḥammad an-Nāṣir ibn Qalāʼūn,N/A,N/A,N/A,,sabil,726,1326,N/A,1326,الناصر محمد,al-Nāsir Muḥammad,al-Nasir Muhammad,30.049276,31.261093,4H,19,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument561
562,Inal,حمام اينال,Īnāl,N/A,حمام البيسري,Hammâm el-Beysary ,,hammam,861,1456,N/A,1456,اينال,Īnāl,Inal,30.050631,31.26123,4H,19,VII,H-6,308,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument562
563,Sharif Tabatiba,مشهد آل طباطبا,Sharīf Ṭabāṭibā,N/A,N/A,N/A,a,mausoleum,middle 4th cent.,10th cent.,945-6,950,آل طباطبا,Āl Ṭabāṭabā,Al Tabataba,30.011818,31.253064,12F,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument563
563,Sharif Tabatiba,مشهد آل طباطبا,Sharīf Ṭabāṭibā,N/A,N/A,N/A,b,mosque,middle 4th cent.,10th cent.,945-6,950,آل طباطبا,Āl Ṭabāṭabā,Al Tabataba,30.011868,31.253178,12F,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument563
564,at-Tanbali,حمام الطمبلى,aṭ-Ṭanbalī,N/A,حمام الطنبلي,Hammâm el-Tanbaly ,,hammam,12th cent.,18th cent.,18c.,1750,الطمبلى,al-Ṭambalī,al-Tambali,30.05711,31.257807,2G,25,V,D-8,318,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument564
565,Ahmad Pasha Tahir,مدفن احمد باشا طاهر,Aḥmad Pasha Ṭāhir,N/A,N/A,N/A,,mausoleum,before 1233,1817,N/A,1817,احمد باشا طاهر,Aḥmad Bāshā Ṭāhir,Ahmad Basha Tahir,30.032397,31.249835,8D,30,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument565
566,al-Effendi,حمام الافندى,,N/A,حمام الأفندي,Hammâm el-effendy,,hammam,N/A,N/A,N/A,1750,الافندى,al-Afandī,al-Afandi,30.049005,31.262193,N/A,19,VII,H-5,266,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument566
567,al-'Adwi,حمام العدوى,al-ʻAdwī,N/A,N/A,N/A,,hammam,13th cent.,19th cent.,N/A,1850,العدوى,al-ʻAdawī,al-Adawi,30.046994,31.263243,5H,12,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument567
568,Husayn Katkhuda Shanan,منزل حسين كتخدا شنن,Ḥusayn Katkhudā Shanān,N/A,N/A,N/A,,residence,1217,1802,N/A,1802,حسين كتخدا شنن,Ḥusayn Katkhudā Shanan,Husayn Katkhuda Shanan,30.042484,31.250504,6F,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument568
569,Citadel,صهريج قديم بالقلعة,,N/A,N/A,N/A,,well,N/A,N/A,1311,1312,N/A,N/A,N/A,30.028432,31.260521,N/A,9,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument569
570,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument570
571,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument571
572,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument572
573,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument573
574,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument574
575,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument575
576,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument576
577,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument577
578,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument578
579,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument579
580,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument580
581,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument581
582,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument582
583,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument583
584,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument584
585,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument585
586,Ibrahim Khalifa Guindian,مدفن ابراهيم خليفة جنديان,Ibrāhīm Khalīfa Guindiān,"Ibrahim Agha Mustahfizan(exile in 1662 buried in Aqsunqur Mosque), mamluk of Radwan Bey",مدفن ابراهيم أغا,Madfoun Ibrâhym aghâ ,,mausoleum,1001,1593,N/A,1642,ابراهيم خليفة جنديان,Ibrāhīm Khalīfa Jundīyān,Ibrahim Khalifa Jundiyan,30.037116,31.259841,7H,15,VIII,P-5,166,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument586
587,Abdin Bey/al-Fath,مسجد عابدين بك ( الفتح ),ʻAbdīn Bey,N/A,N/A,N/A,a,minaret,before 1041,1631,N/A,1631,عابدين بك,ʻĀbidīn Bak,Abidin Bak,30.041743,31.248312,6E,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument587
587,Abdin Bey/al-Fath,مسجد عابدين بك ( الفتح ),ʻAbdīn Bey,N/A,N/A,N/A,b,mosque,before 1041,1631,N/A,1631,عابدين بك,ʻĀbidīn Bak,Abidin Bak,30.041879,31.248265,6E,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument587
588,Husayn ash-Shu'aybi,سبيل حسين الشعيبى,Ḥusayn ash-Shuʻaybī,N/A,N/A,N/A,a,sabil kuttab,end 12th cent.,18th cent.,late 18c.,1750,حسين الشعيبى,Ḥusayn al-Shuʻaybī,Husayn al-Shuaybi,30.053602,31.261534,3H,18,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument588
588,Husayn ash-Shu'aybi,سبيل حسين الشعيبى,Ḥusayn ash-Shuʻaybī,N/A,N/A,N/A,b,residence,end 12th cent.,18th cent.,late 18c.,1750,حسين الشعيبى,Ḥusayn al-Shuʻaybī,Husayn al-Shuaybi,30.053645,31.261658,3H,18,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument588
589,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument589
590,Husam ad-Din Turuntay,قبة حسام الدين توران طاى,Ḥusām ad-Dīn Ṭurunṭāy,N/A,N/A,モスクマーク,,mausoleum,689,1290,1290,1290,حسام الدين توران طاى,Ḥusām al-Dīn Tūrān Ṭāy,Husam al-Din Turan Tay,30.046494,31.256083,5G,27,V,L-8,20',https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument590
591,Oda Bashi,سبيل وقف اوده باشى,Ōda Bāshī,Amir Muhammad Katkhuda and Amir Dhulfiqar Katkhuda(brother of Muhammad),وكالة خيش,Okâlt Kheych,a,sabil,1084,1673,N/A,1673,اوده باشى,Ūda Bāshi,Uda Bashi,30.052871,31.264001,3H,"11,18",VII,F-5,344,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument591
591,Oda Bashi,سبيل وقف اوده باشى,Ōda Bāshī,Amir Muhammad Katkhuda and Amir Dhulfiqar Katkhuda(brother of Muhammad),وكالة خيش,Okâlt Kheych,b,wikala,1084,1673,N/A,1673,اوده باشى,Ūda Bāshi,Uda Bashi,30.052747,31.264052,3H,"11,18",VII,F-5,344,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument591
592,"al-Malatyali, 490 hammam",حمام الملاطيلى,al-Malāṭyalī,N/A,حمام مرجوش,Hammâm Margouch ,,hammam,1194,1780,N/A,1780,الملاطيلى,al-Malāṭiyalī,al-Malatiyali,30.054154,31.26013,3G,25,V,F-7,185,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument592
593,Ibrahim Agha Mustahfizan,حوض ابراهيم اغا مستحفظان,Ibrāhīm Āghā Mustaḥfiẓān,"Ibrahim Agha Mustahfizan(exile in 1662), mamluk of Radwan Bey",N/A,N/A,,hawd,1070,1659,N/A,1659,ابراهيم اغا مستحفظان,Ibrāhīm Āghā Mustaḥfiẓān,Ibrahim Agha Mustahfizan,30.035228,31.260296,7G,8,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument593
595,Ibrahim Agha,منازل وقف ابراهيم اغا,Ibrāhīm Āghā,N/A,N/A,N/A,,residence,1062,1652,N/A,1652,ابراهيم اغا,Ibrāhīm Āghā,Ibrahim Agha,30.036718,31.259937,7H,15,N/A,N/A,N/A,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument595
596,as-Sukkariya,حمام السكريه,as-Sukkarīya,N/A,حمام السكريه,Hammâm el-Soukkaryeh ,,hammam,12th cent.,18th cent.,N/A,1750,القاضي الفاضل عبد الرحيم بن علي البيساني,al-Qāḍī al-Fāḍil 'Abd al-Raḥīm b. 'Alī al-Baysānī,al-Qadi al-Fadil Abd al-Rahim b. Ali al-Baysani,30.043372,31.258348,5G,20,VIII,M-6,253,https://islamic-architecture.aa-ken.jp/omekas/s/database/document/monument596
